"name"	"rcor_and_trim"	"PASA_Settings"	"number_of_alignments"	"Alignment_kind"	"total_counts"	"Total_mRNA"	"No_fussion_mRNA"	"percent_fused"
"329"	"PASA_trim-rcor_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-50.0"	10	"EndToEnd.compreh"	14351	4910	2742	0.558452138492872
"330"	"PASA_trim-rcor_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-50.0"	100	"EndToEnd.compreh"	14340	4907	2748	0.560016303240269
"331"	"PASA_trim-rcor_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-60.0"	1	"EndToEnd.compreh"	13928	4833	2730	0.564866542520174
"332"	"PASA_trim-rcor_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-60.0"	10	"EndToEnd.compreh"	14389	4904	2742	0.559135399673736
"333"	"PASA_trim-rcor_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-60.0"	100	"EndToEnd.compreh"	14378	4901	2748	0.560701897571924
"334"	"PASA_trim-rcor_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-70.0"	1	"EndToEnd.compreh"	13970	4830	2730	0.565217391304348
"335"	"PASA_trim-rcor_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-70.0"	10	"EndToEnd.compreh"	14434	4900	2741	0.559387755102041
"336"	"PASA_trim-rcor_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-70.0"	100	"EndToEnd.compreh"	14417	4897	2747	0.560955687155401
"337"	"PASA_trim-rcor_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-80.0"	1	"EndToEnd.compreh"	14011	4828	2729	0.565244407622204
"338"	"PASA_trim-rcor_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-80.0"	10	"EndToEnd.compreh"	14480	4900	2740	0.559183673469388
"339"	"PASA_trim-rcor_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-80.0"	100	"EndToEnd.compreh"	14459	4897	2746	0.560751480498264
"340"	"PASA_trim-rcor_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-90.0"	1	"EndToEnd.compreh"	14072	4829	2732	0.565748602195071
"341"	"PASA_trim-rcor_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-90.0"	10	"EndToEnd.compreh"	14550	4902	2743	0.559567523459812
"342"	"PASA_trim-rcor_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_EndToEnd.compreh_init_build"	"trim-rcor"	"stringent-alignment-overlap-90.0"	100	"EndToEnd.compreh"	14526	4899	2749	0.561134925494999
"343"	"PASA_unprocessed_gene-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"gene-overlap-10.0"	1	"Local.compreh"	12660	5319	2931	0.551043429216018
"344"	"PASA_unprocessed_gene-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"gene-overlap-10.0"	10	"Local.compreh"	12971	5383	2965	0.550808099572729
"345"	"PASA_unprocessed_gene-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"gene-overlap-10.0"	100	"Local.compreh"	12964	5387	2969	0.551141637274921
"346"	"PASA_unprocessed_gene-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"gene-overlap-20.0"	1	"Local.compreh"	12824	5291	2943	0.556227556227556
"347"	"PASA_unprocessed_gene-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"gene-overlap-20.0"	10	"Local.compreh"	13131	5355	2976	0.555742296918768
"348"	"PASA_unprocessed_gene-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"gene-overlap-20.0"	100	"Local.compreh"	13126	5359	2981	0.556260496361261
"349"	"PASA_unprocessed_gene-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"gene-overlap-30.0"	1	"Local.compreh"	12993	5268	2954	0.560744115413819
"350"	"PASA_unprocessed_gene-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"gene-overlap-30.0"	10	"Local.compreh"	13312	5331	2986	0.560120052522979
"351"	"PASA_unprocessed_gene-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"gene-overlap-30.0"	100	"Local.compreh"	13307	5335	2991	0.560637300843486
"352"	"PASA_unprocessed_gene-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"gene-overlap-40.0"	1	"Local.compreh"	13213	5238	2952	0.563573883161512
"353"	"PASA_unprocessed_gene-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"gene-overlap-40.0"	10	"Local.compreh"	13536	5302	2986	0.563183704262542
"354"	"PASA_unprocessed_gene-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"gene-overlap-40.0"	100	"Local.compreh"	13532	5306	2991	0.563701470033924
"355"	"PASA_unprocessed_gene-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"gene-overlap-50.0"	1	"Local.compreh"	13477	5196	2949	0.567551963048499
"356"	"PASA_unprocessed_gene-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"gene-overlap-50.0"	10	"Local.compreh"	13804	5264	2983	0.566679331306991
"357"	"PASA_unprocessed_gene-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"gene-overlap-50.0"	100	"Local.compreh"	13797	5268	2988	0.567198177676538
"358"	"PASA_unprocessed_gene-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"gene-overlap-60.0"	1	"Local.compreh"	13806	5153	2933	0.569183000194062
"359"	"PASA_unprocessed_gene-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"gene-overlap-60.0"	10	"Local.compreh"	14135	5220	2964	0.567816091954023
"360"	"PASA_unprocessed_gene-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"gene-overlap-60.0"	100	"Local.compreh"	14125	5225	2969	0.56822966507177
"361"	"PASA_unprocessed_gene-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"gene-overlap-70.0"	1	"Local.compreh"	14253	5107	2896	0.567064813001762
"362"	"PASA_unprocessed_gene-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"gene-overlap-70.0"	10	"Local.compreh"	14574	5179	2928	0.565360108128982
"363"	"PASA_unprocessed_gene-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"gene-overlap-70.0"	100	"Local.compreh"	14563	5182	2933	0.565997684291779
"364"	"PASA_unprocessed_gene-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"gene-overlap-80.0"	1	"Local.compreh"	14931	5066	2842	0.560994867745756
"365"	"PASA_unprocessed_gene-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"gene-overlap-80.0"	10	"Local.compreh"	15266	5125	2867	0.559414634146342
"366"	"PASA_unprocessed_gene-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"gene-overlap-80.0"	100	"Local.compreh"	15250	5127	2871	0.559976594499707
"367"	"PASA_unprocessed_gene-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"gene-overlap-90.0"	1	"Local.compreh"	16156	5122	2854	0.557204217102694
"368"	"PASA_unprocessed_gene-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"gene-overlap-90.0"	10	"Local.compreh"	16495	5176	2876	0.55564142194745
"369"	"PASA_unprocessed_gene-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"gene-overlap-90.0"	100	"Local.compreh"	16480	5179	2881	0.556284997103688
"370"	"PASA_unprocessed_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"minimal-overlap"	1	"Local.compreh"	10618	5380	2445	0.454460966542751
"371"	"PASA_unprocessed_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"minimal-overlap"	10	"Local.compreh"	10840	5443	2455	0.451038030497887
"372"	"PASA_unprocessed_minimal-overlap_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"minimal-overlap"	100	"Local.compreh"	10835	5450	2461	0.451559633027523
"373"	"PASA_unprocessed_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-10.0"	1	"Local.compreh"	13215	4882	2628	0.538303973781237
"374"	"PASA_unprocessed_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-10.0"	10	"Local.compreh"	13559	4937	2649	0.536560664371076
"375"	"PASA_unprocessed_stringent-alignment-overlap-10.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-10.0"	100	"Local.compreh"	13560	4942	2654	0.537029542695265
"376"	"PASA_unprocessed_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-20.0"	1	"Local.compreh"	13587	4847	2642	0.545079430575614
"377"	"PASA_unprocessed_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-20.0"	10	"Local.compreh"	13939	4901	2662	0.543154458273822
"378"	"PASA_unprocessed_stringent-alignment-overlap-20.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-20.0"	100	"Local.compreh"	13945	4905	2666	0.543527013251784
"379"	"PASA_unprocessed_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-30.0"	1	"Local.compreh"	13621	4839	2641	0.545773920231453
"380"	"PASA_unprocessed_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-30.0"	10	"Local.compreh"	13984	4894	2665	0.544544340008173
"381"	"PASA_unprocessed_stringent-alignment-overlap-30.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-30.0"	100	"Local.compreh"	13988	4898	2669	0.54491629236423
"382"	"PASA_unprocessed_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-40.0"	1	"Local.compreh"	13664	4828	2638	0.546396023198012
"383"	"PASA_unprocessed_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-40.0"	10	"Local.compreh"	14036	4883	2663	0.545361458120008
"384"	"PASA_unprocessed_stringent-alignment-overlap-40.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-40.0"	100	"Local.compreh"	14029	4887	2667	0.54573357888275
"385"	"PASA_unprocessed_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-50.0"	1	"Local.compreh"	13704	4819	2635	0.546793940651587
"386"	"PASA_unprocessed_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-50.0"	10	"Local.compreh"	14086	4874	2660	0.545752974969224
"387"	"PASA_unprocessed_stringent-alignment-overlap-50.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-50.0"	100	"Local.compreh"	14075	4876	2662	0.545939294503691
"388"	"PASA_unprocessed_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-60.0"	1	"Local.compreh"	13736	4812	2632	0.546965918536991
"389"	"PASA_unprocessed_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-60.0"	10	"Local.compreh"	14129	4865	2658	0.546351490236382
"390"	"PASA_unprocessed_stringent-alignment-overlap-60.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-60.0"	100	"Local.compreh"	14116	4867	2660	0.546537908362441
"391"	"PASA_unprocessed_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-70.0"	1	"Local.compreh"	13787	4804	2628	0.547044129891757
"392"	"PASA_unprocessed_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-70.0"	10	"Local.compreh"	14190	4856	2652	0.546128500823723
"393"	"PASA_unprocessed_stringent-alignment-overlap-70.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-70.0"	100	"Local.compreh"	14173	4858	2655	0.546521202140799
"394"	"PASA_unprocessed_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-80.0"	1	"Local.compreh"	13845	4800	2626	0.547083333333333
"395"	"PASA_unprocessed_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-80.0"	10	"Local.compreh"	14247	4852	2650	0.546166529266282
"396"	"PASA_unprocessed_stringent-alignment-overlap-80.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-80.0"	100	"Local.compreh"	14231	4854	2653	0.546559538524928
"397"	"PASA_unprocessed_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_1_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-90.0"	1	"Local.compreh"	13924	4801	2627	0.547177671318475
"398"	"PASA_unprocessed_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_10_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-90.0"	10	"Local.compreh"	14323	4853	2650	0.546053987224397
"399"	"PASA_unprocessed_stringent-alignment-overlap-90.0_trinity_5781-5782_Q_IP_merged.multi-hit-mode_100_Local.compreh_init_build"	"unprocessed"	"stringent-alignment-overlap-90.0"	100	"Local.compreh"	14303	4854	2653	0.546559538524928
